Transaction_ID,Customer_ID,Product_ID,Product_Name,Category,Brand,Price,Rating,Reviews_Count,Stock,Discount_Percentage,Region,Store_ID,Date,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Previous_Sales,Current_Sales,Sales_Growth_Percentage,Demand_Level,Inventory_Risk,Transaction_Quantity,Total_Amount,Payment_Method,Fraud_Flag,Customer_Query,AI_Recommendation
T0236,C5102,116,Samsung Product 116,Accessories,Samsung,63606,4,3037,62,36,Bangalore,13,12-03-2025,0,21.5,93,210.46,6.88,247,369,49.39,Medium,Low,1,63606,Debit Card,0,Is this product available?,Cross-sell recommendation
T0237,C9097,120,HP Product 120,Home,HP,32599,4.1,31,39,1,Bangalore,4,12-11-2025,1,32.7,111.62,249.37,5.93,152,116,-23.68,Low,High,3,97797,UPI,0,Which product is best?,Urgent inventory alert
T0238,C7093,133,Sony Product 133,Electronics,Sony,59684,4.5,1750,274,14,Hyderabad,5,20-10-2025,0,21.6,96.59,238.96,5.1,355,352,-0.85,Medium,Low,1,59684,Debit Card,0,Is this product available?,Cross-sell recommendation
T0239,C5805,128,Samsung Product 128,Home,Samsung,87671,4.2,2943,37,9,Mumbai,17,03-07-2025,1,30.1,111.69,207.77,4.79,98,165,68.37,Low,High,1,87671,Net Banking,0,Which product is best?,Urgent inventory alert
T0240,C2401,110,Samsung Product 110,Home,Samsung,40873,4.4,2724,184,31,Mumbai,6,03-03-2025,0,18,101.42,233.12,4.12,433,435,0.46,High,Low,2,81746,Credit Card,1,What is the refund policy?,Increase marketing
T0241,C6124,141,Samsung Product 141,Electronics,Samsung,18076,3.6,31,107,4,Delhi,7,19-06-2025,1,31.4,108.42,222,3.24,357,376,5.32,Medium,Low,2,36152,UPI,1,How long is delivery?,Restock product
T0242,C4771,148,Dell Product 148,Home,Dell,59350,4.1,4054,117,32,Hyderabad,15,20-04-2025,0,34.5,106.33,223.81,4.73,273,370,35.53,Medium,Low,5,296750,Net Banking,0,What is the refund policy?,Apply festive discount
T0243,C1330,107,HP Product 107,Accessories,HP,3772,4.6,2752,199,22,Chennai,4,26-08-2025,0,29.1,92.07,220.34,5.55,340,440,29.41,High,Low,2,7544,Debit Card,0,Is this product available?,Urgent inventory alert
T0244,C3780,102,Samsung Product 102,Electronics,Samsung,55962,4.9,3740,263,27,Bangalore,11,03-09-2025,0,25.3,101.11,237.83,4.66,303,392,29.37,Medium,Low,5,279810,UPI,1,What is the refund policy?,Cross-sell recommendation
T0245,C7635,122,Samsung Product 122,Mobiles,Samsung,53875,3.6,551,103,35,Chennai,3,27-05-2025,1,24.7,102.51,217.95,5.72,436,416,-4.59,High,Low,1,53875,Net Banking,0,Is this product available?,Increase marketing
T0246,C1359,134,Nike Product 134,Fashion,Nike,21278,3.8,2525,82,33,Delhi,4,08-03-2025,0,28.9,109.05,207.13,3.63,129,86,-33.33,Low,Low,3,63834,Debit Card,0,How long is delivery?,Restock product
T0247,C3312,144,Nike Product 144,Accessories,Nike,27159,3.6,3310,5,2,Hyderabad,8,14-03-2025,0,34.8,103,221.18,3.95,426,570,33.8,High,Critical,5,135795,Net Banking,1,What is the refund policy?,Apply festive discount
T0248,C4186,101,Apple Product 101,Mobiles,Apple,32751,3.8,4544,259,11,Delhi,18,18-12-2025,1,31,110.8,201.88,7.05,226,179,-20.8,Low,Low,3,98253,Credit Card,0,Can I replace damaged items?,Urgent inventory alert
T0249,C2443,147,Samsung Product 147,Fashion,Samsung,24550,3.6,25,252,18,Hyderabad,18,26-06-2025,1,21.6,93.75,225.81,6.05,380,485,27.63,High,Low,5,122750,Credit Card,1,What is the refund policy?,Urgent inventory alert
T0250,C1675,105,Dell Product 105,Mobiles,Dell,46032,3.7,1037,15,9,Chennai,11,02-09-2025,0,34.5,104.6,242.3,5.11,254,283,11.42,Medium,Critical,1,46032,Net Banking,0,Is this product available?,Increase marketing
T0251,C6358,142,Dell Product 142,Accessories,Dell,7888,5,581,257,33,Mumbai,7,16-08-2025,0,21.3,110.91,230.84,6.26,151,254,68.21,Medium,Low,4,31552,Credit Card,1,What is the refund policy?,Cross-sell recommendation
T0252,C4493,129,Samsung Product 129,Mobiles,Samsung,54426,4.8,1171,85,26,Mumbai,10,12-09-2025,1,28,107.85,238.86,7.83,355,375,5.63,Medium,Low,3,163278,UPI,1,What is the refund policy?,Restock product
T0253,C7566,129,Nike Product 129,Fashion,Nike,25126,4.8,3506,173,25,Delhi,6,13-10-2025,0,36.8,107.22,207.27,4.19,420,488,16.19,High,Low,4,100504,Credit Card,0,What is the refund policy?,Apply festive discount
T0254,C2957,147,Apple Product 147,Electronics,Apple,71319,3.6,4733,16,18,Delhi,14,25-08-2025,0,18.4,112.94,248.86,6.61,138,246,78.26,Medium,Critical,5,356595,Net Banking,1,Is this product available?,Increase marketing
T0255,C4228,147,Sony Product 147,Mobiles,Sony,50762,3.8,1384,110,2,Chennai,12,12-09-2025,0,40,113.69,215.48,4.07,86,134,55.81,Low,Low,5,253810,UPI,0,How long is delivery?,Increase marketing
T0256,C7162,134,Dell Product 134,Fashion,Dell,22892,3.9,2930,107,20,Delhi,18,31-12-2025,1,30.7,101.62,210.63,7.63,110,163,48.18,Low,Low,3,68676,UPI,0,Is this product available?,Urgent inventory alert
T0257,C6519,111,Nike Product 111,Mobiles,Nike,97586,4.6,3833,237,19,Chennai,8,10-07-2025,1,24.7,103.13,230.19,7.59,66,68,3.03,Low,Low,1,97586,UPI,1,What is the refund policy?,Increase marketing
T0258,C6438,126,Dell Product 126,Mobiles,Dell,33990,4.1,1365,155,28,Mumbai,19,02-02-2025,1,20.1,90.04,235.92,6.25,361,332,-8.03,Medium,Low,1,33990,UPI,0,Can I replace damaged items?,Apply festive discount
T0259,C6772,125,Sony Product 125,Electronics,Sony,53856,5,2571,278,13,Mumbai,19,18-01-2025,0,34.5,90.15,231.48,6.93,93,136,46.24,Low,Low,1,53856,Credit Card,0,Can I replace damaged items?,Cross-sell recommendation
T0260,C1168,141,Nike Product 141,Electronics,Nike,76326,4.9,2214,278,39,Mumbai,2,14-11-2025,0,30.1,101.66,224.94,7.79,422,412,-2.37,High,Low,2,152652,UPI,0,Which product is best?,Urgent inventory alert
T0261,C7256,107,Dell Product 107,Mobiles,Dell,14698,4.8,1417,256,25,Delhi,16,23-10-2025,1,19.7,92.54,249.18,3.52,409,362,-11.49,Medium,Low,1,14698,Credit Card,0,Can I replace damaged items?,Urgent inventory alert
T0262,C4273,108,Sony Product 108,Fashion,Sony,44836,4.5,1616,42,32,Chennai,20,05-08-2025,0,26.7,100.66,228.29,3.17,227,338,48.9,Medium,High,1,44836,Credit Card,0,How long is delivery?,Increase marketing
T0263,C6639,138,Apple Product 138,Home,Apple,61495,3.5,3208,289,6,Delhi,3,11-01-2025,1,27.7,113.25,242.74,4.06,268,300,11.94,Medium,Low,5,307475,Net Banking,0,Can I replace damaged items?,Urgent inventory alert
T0264,C4389,127,Apple Product 127,Mobiles,Apple,58563,4.4,1163,66,32,Bangalore,10,08-09-2025,1,19.5,106.28,236.92,6.71,108,89,-17.59,Low,Low,3,175689,Net Banking,1,Can I replace damaged items?,Restock product
T0265,C2970,114,HP Product 114,Mobiles,HP,76972,3.7,2163,168,30,Delhi,5,23-10-2025,1,26.5,108.2,247.03,4.76,207,201,-2.9,Medium,Low,4,307888,Net Banking,0,Which product is best?,Restock product
T0266,C4590,112,Dell Product 112,Electronics,Dell,91175,3.6,4593,261,36,Hyderabad,4,07-12-2025,1,24.2,96.8,221.9,4.18,124,253,104.03,Medium,Low,5,455875,Debit Card,0,Is this product available?,Restock product
T0267,C4028,138,Dell Product 138,Fashion,Dell,18491,4.5,4601,51,4,Delhi,9,04-03-2025,1,20.7,107.97,235.13,6.35,89,181,103.37,Low,Low,4,73964,Debit Card,0,Which product is best?,Urgent inventory alert
T0268,C8411,118,Apple Product 118,Mobiles,Apple,7879,3.6,1353,173,11,Hyderabad,7,17-11-2025,1,38.1,97.2,209.82,3.35,130,190,46.15,Low,Low,4,31516,Debit Card,0,How long is delivery?,Apply festive discount
T0269,C2710,144,Samsung Product 144,Mobiles,Samsung,94837,4.4,3649,18,7,Delhi,16,29-09-2025,0,19.6,92.89,248.47,3.76,222,325,46.4,Medium,Critical,2,189674,Net Banking,0,How long is delivery?,Increase marketing
T0270,C8056,122,Dell Product 122,Home,Dell,12748,3.9,2675,18,6,Chennai,1,24-12-2025,0,32.3,112.99,222.4,6.45,240,231,-3.75,Medium,Critical,3,38244,Credit Card,0,How long is delivery?,Increase marketing
T0271,C8756,144,Apple Product 144,Accessories,Apple,84363,4.9,3432,260,24,Bangalore,6,05-04-2025,1,31,108.96,222.11,3.86,443,569,28.44,High,Low,2,168726,Net Banking,0,What is the refund policy?,Cross-sell recommendation
T0272,C5628,140,Apple Product 140,Accessories,Apple,76252,4.7,4108,188,5,Hyderabad,11,22-05-2025,1,31.9,90.26,233.79,3.96,171,271,58.48,Medium,Low,5,381260,Debit Card,0,How long is delivery?,Cross-sell recommendation
T0273,C5563,139,Boat Product 139,Fashion,Boat,28633,4.6,3521,216,19,Bangalore,1,26-05-2025,1,31.8,96.83,212.93,6.58,446,450,0.9,High,Low,3,85899,Debit Card,0,Is this product available?,Apply festive discount
T0274,C7449,139,Apple Product 139,Mobiles,Apple,64598,4.2,2751,84,10,Chennai,13,22-02-2025,0,30.4,113.76,217.7,4.91,201,220,9.45,Medium,Low,1,64598,UPI,0,Is this product available?,Increase marketing
T0275,C4088,111,Apple Product 111,Electronics,Apple,38056,3.6,1431,127,13,Chennai,6,18-11-2025,1,33.6,106.57,240.8,4.37,331,334,0.91,Medium,Low,5,190280,Credit Card,0,Which product is best?,Cross-sell recommendation
T0276,C2396,106,Sony Product 106,Electronics,Sony,97089,4.9,2794,255,19,Delhi,1,07-07-2025,1,27.7,100.7,245.08,3.73,71,90,26.76,Low,Low,2,194178,Credit Card,0,How long is delivery?,Urgent inventory alert
T0277,C8077,139,Apple Product 139,Electronics,Apple,87840,4.9,3682,236,27,Chennai,1,02-05-2025,0,37.7,92.01,244.72,7.49,296,431,45.61,High,Low,4,351360,Credit Card,1,How long is delivery?,Increase marketing
T0278,C3652,131,Boat Product 131,Electronics,Boat,20947,4.9,2169,117,36,Hyderabad,6,12-12-2025,1,21.2,98.66,246.1,4.04,218,225,3.21,Medium,Low,5,104735,Credit Card,1,Can I replace damaged items?,Restock product
T0279,C7167,148,Dell Product 148,Fashion,Dell,49964,4.9,3807,51,19,Mumbai,12,06-04-2025,0,22.6,113.56,218.03,7.85,474,457,-3.59,High,Low,5,249820,Credit Card,0,Can I replace damaged items?,Urgent inventory alert
T0280,C6762,129,Boat Product 129,Mobiles,Boat,91721,3.9,1888,125,16,Mumbai,4,13-06-2025,1,37.2,93.24,207.85,4.04,394,438,11.17,High,Low,4,366884,Net Banking,0,Which product is best?,Restock product
T0281,C5584,139,Samsung Product 139,Mobiles,Samsung,82692,3.8,2207,62,13,Bangalore,17,12-09-2025,0,21.8,105.17,242.6,7.24,332,288,-13.25,Medium,Low,3,248076,Net Banking,0,What is the refund policy?,Increase marketing
T0282,C4062,106,Sony Product 106,Accessories,Sony,15791,3.9,3054,123,26,Chennai,11,17-08-2025,0,30.8,106.84,206.66,5.21,445,453,1.8,High,Low,1,15791,Credit Card,1,How long is delivery?,Increase marketing
T0283,C6123,149,HP Product 149,Home,HP,81990,4.5,1551,35,12,Mumbai,13,27-05-2025,0,18.2,103.61,216.86,4.15,56,136,142.86,Low,High,5,409950,Credit Card,0,Is this product available?,Cross-sell recommendation
T0284,C9802,125,Boat Product 125,Fashion,Boat,72687,3.9,1182,136,15,Hyderabad,11,06-08-2025,0,21.6,98.91,217.1,7.54,291,407,39.86,High,Low,3,218061,Credit Card,0,Which product is best?,Urgent inventory alert
T0285,C2612,115,Boat Product 115,Accessories,Boat,40978,4.1,1923,274,11,Chennai,19,07-12-2025,0,30.7,101.23,214.07,6.77,219,221,0.91,Medium,Low,4,163912,UPI,0,Is this product available?,Urgent inventory alert
T0286,C4110,118,Dell Product 118,Home,Dell,41448,4.5,1474,149,7,Bangalore,16,26-02-2025,0,21,104.72,234.4,6.88,133,221,66.17,Medium,Low,2,82896,Net Banking,1,Can I replace damaged items?,Increase marketing
T0287,C9517,103,Boat Product 103,Home,Boat,96412,4.8,4931,90,3,Delhi,6,05-03-2025,0,37.3,108.57,224.01,3.23,115,249,116.52,Medium,Low,3,289236,Credit Card,1,What is the refund policy?,Apply festive discount
T0288,C5996,118,Nike Product 118,Accessories,Nike,44131,4.2,2579,276,11,Hyderabad,9,20-05-2025,1,21.1,107.17,244.48,6.73,56,128,128.57,Low,Low,1,44131,UPI,1,How long is delivery?,Increase marketing
T0289,C7383,102,Sony Product 102,Home,Sony,4339,3.7,771,113,35,Hyderabad,15,23-11-2025,1,20.1,106.53,242.88,6.64,419,373,-10.98,Medium,Low,1,4339,Debit Card,1,What is the refund policy?,Apply festive discount
T0290,C3473,117,Dell Product 117,Home,Dell,80095,4.3,863,245,2,Bangalore,16,08-08-2025,0,26.7,113.06,201.56,7.48,237,266,12.24,Medium,Low,5,400475,Credit Card,0,Is this product available?,Increase marketing
T0291,C5272,109,Samsung Product 109,Mobiles,Samsung,55449,4.7,3558,31,16,Mumbai,17,17-08-2025,0,19.4,106.26,201.5,6.41,94,205,118.09,Medium,High,2,110898,Debit Card,0,How long is delivery?,Urgent inventory alert
T0292,C3700,104,Sony Product 104,Accessories,Sony,43949,4.1,106,123,4,Delhi,9,25-09-2025,0,28.8,98.85,238.47,4.75,406,439,8.13,High,Low,1,43949,Debit Card,0,Can I replace damaged items?,Apply festive discount
T0293,C5012,105,Boat Product 105,Electronics,Boat,64541,4.1,4711,211,22,Bangalore,2,31-03-2025,1,39.6,103.06,208.93,3.39,324,345,6.48,Medium,Low,5,322705,UPI,0,Can I replace damaged items?,Cross-sell recommendation
T0294,C4614,132,Dell Product 132,Mobiles,Dell,14480,3.6,4849,245,37,Delhi,4,02-07-2025,1,39,114.49,227.77,7.54,464,543,17.03,High,Low,3,43440,Credit Card,1,Can I replace damaged items?,Restock product
T0295,C4379,105,Boat Product 105,Fashion,Boat,24269,4.7,4049,39,21,Chennai,12,19-06-2025,0,39.2,111.79,208.66,3.79,407,409,0.49,High,High,4,97076,Net Banking,0,What is the refund policy?,Urgent inventory alert
T0296,C3778,114,Boat Product 114,Fashion,Boat,8444,3.7,4824,33,29,Delhi,18,27-12-2025,0,36.3,113.04,200.28,6.16,451,466,3.33,High,High,2,16888,Debit Card,0,Which product is best?,Cross-sell recommendation
T0297,C5598,112,Apple Product 112,Accessories,Apple,69246,3.6,904,276,2,Chennai,20,27-05-2025,0,20.4,101.95,235.86,7.54,185,332,79.46,Medium,Low,3,207738,UPI,0,How long is delivery?,Restock product
T0298,C1535,132,Sony Product 132,Fashion,Sony,97116,4.1,1830,140,31,Mumbai,17,25-03-2025,0,31.6,102.78,222.85,6.35,497,510,2.62,High,Low,2,194232,Debit Card,0,How long is delivery?,Urgent inventory alert
T0299,C5493,141,Samsung Product 141,Mobiles,Samsung,59815,4.5,2833,100,14,Bangalore,16,15-10-2025,1,34.9,105.63,209.05,4.05,428,407,-4.91,High,Low,2,119630,Net Banking,0,Which product is best?,Cross-sell recommendation
T0300,C4657,113,HP Product 113,Electronics,HP,50466,4.5,4240,95,38,Chennai,12,21-04-2025,0,34.3,94.6,239.24,4.95,213,169,-20.66,Low,Low,5,252330,Credit Card,0,Which product is best?,Urgent inventory alert
T0301,C1550,100,Apple Product 100,Mobiles,Apple,1913,4.3,2766,37,8,Delhi,18,13-10-2025,1,38.4,96.73,220.31,6.64,202,305,50.99,Medium,High,2,3826,Credit Card,0,Can I replace damaged items?,Cross-sell recommendation
T0302,C9242,129,Samsung Product 129,Mobiles,Samsung,56032,3.6,1278,170,14,Mumbai,3,06-10-2025,0,34.3,94.64,201.1,5.44,243,195,-19.75,Low,Low,1,56032,UPI,0,Is this product available?,Apply festive discount
T0303,C3620,136,Dell Product 136,Fashion,Dell,91330,4.7,4788,104,25,Chennai,9,15-11-2025,0,31.4,98.75,230.41,6.42,103,248,140.78,Medium,Low,5,456650,Debit Card,0,Can I replace damaged items?,Apply festive discount
T0304,C7640,103,Boat Product 103,Home,Boat,92256,4.3,961,263,9,Delhi,20,09-06-2025,0,18.2,104.45,237.84,7.31,451,529,17.29,High,Low,2,184512,Credit Card,0,Which product is best?,Cross-sell recommendation
T0305,C3245,134,Apple Product 134,Fashion,Apple,37353,3.7,2564,79,13,Chennai,15,26-01-2025,0,38.9,90.12,244.75,5.53,355,492,38.59,High,Low,2,74706,UPI,0,Is this product available?,Increase marketing
T0306,C2602,132,Dell Product 132,Home,Dell,45626,3.6,2303,277,38,Chennai,14,23-08-2025,0,27.4,107.46,223.83,3.52,281,363,29.18,Medium,Low,3,136878,Debit Card,0,Is this product available?,Apply festive discount
T0307,C8123,142,Sony Product 142,Fashion,Sony,55509,4.4,1473,81,7,Mumbai,18,09-06-2025,1,27.2,103.13,245.61,3.53,427,533,24.82,High,Low,2,111018,Debit Card,1,What is the refund policy?,Restock product
T0308,C3687,148,Nike Product 148,Home,Nike,77009,4.4,3595,81,25,Bangalore,9,09-07-2025,0,18.5,107.04,215.04,7.81,447,492,10.07,High,Low,5,385045,Net Banking,1,How long is delivery?,Apply festive discount
T0309,C1584,118,Apple Product 118,Mobiles,Apple,85652,4.4,3487,39,28,Bangalore,10,22-04-2025,1,23.5,112.08,248.65,6.32,120,189,57.5,Low,High,5,428260,UPI,0,What is the refund policy?,Restock product
T0310,C6956,142,Apple Product 142,Accessories,Apple,40600,3.8,993,140,1,Bangalore,18,27-07-2025,1,23.1,114.29,229.92,7.02,181,251,38.67,Medium,Low,3,121800,Net Banking,0,Which product is best?,Restock product
T0311,C1839,145,Samsung Product 145,Fashion,Samsung,13259,4,2979,276,26,Delhi,17,08-03-2025,0,39.7,104.54,242.92,7.64,316,453,43.35,High,Low,2,26518,UPI,0,Which product is best?,Urgent inventory alert
T0312,C2230,110,Boat Product 110,Mobiles,Boat,64382,4.5,4812,254,31,Bangalore,11,26-06-2025,0,29.5,91.06,228.98,6.66,93,198,112.9,Low,Low,2,128764,Debit Card,0,What is the refund policy?,Cross-sell recommendation
T0313,C6582,137,Dell Product 137,Accessories,Dell,41118,4.8,920,16,14,Chennai,9,09-06-2025,0,31.5,109.34,201.08,7.9,237,339,43.04,Medium,Critical,1,41118,Debit Card,0,Which product is best?,Urgent inventory alert
T0314,C1972,150,Dell Product 150,Accessories,Dell,8259,3.9,1386,219,35,Bangalore,4,23-04-2025,1,24.5,114.37,229.09,4.36,438,555,26.71,High,Low,1,8259,Debit Card,0,What is the refund policy?,Apply festive discount
T0315,C9859,104,Dell Product 104,Home,Dell,40643,4.9,2174,208,35,Mumbai,13,26-11-2025,0,25.9,108.54,223.84,4.84,65,116,78.46,Low,Low,3,121929,Debit Card,0,Which product is best?,Increase marketing
T0316,C1491,104,HP Product 104,Accessories,HP,25933,4.6,3428,254,28,Chennai,14,17-12-2025,0,37.9,103.49,216.53,5.34,375,468,24.8,High,Low,5,129665,Debit Card,0,Is this product available?,Cross-sell recommendation
T0317,C8029,122,Dell Product 122,Accessories,Dell,84038,4.3,663,169,31,Bangalore,16,06-05-2025,0,24.9,99.64,234.58,7.66,122,83,-31.97,Low,Low,2,168076,Debit Card,0,Which product is best?,Urgent inventory alert
T0318,C5114,116,Apple Product 116,Accessories,Apple,8808,4,91,259,21,Mumbai,14,09-09-2025,1,30.7,112.28,244.44,7.56,424,387,-8.73,Medium,Low,1,8808,Credit Card,0,What is the refund policy?,Apply festive discount
T0319,C4346,102,Samsung Product 102,Home,Samsung,74890,4.7,735,264,7,Delhi,10,06-06-2025,1,24.1,105.62,203.5,4.34,116,241,107.76,Medium,Low,5,374450,Credit Card,0,Which product is best?,Increase marketing
T0320,C1427,106,Nike Product 106,Mobiles,Nike,56142,4.5,1800,181,24,Chennai,18,05-12-2025,0,23.2,107.6,225.26,7.2,52,164,215.38,Low,Low,1,56142,Debit Card,0,Which product is best?,Apply festive discount
T0321,C8959,135,Dell Product 135,Home,Dell,36953,4.2,2990,241,38,Bangalore,7,10-08-2025,1,21.9,107.48,207.3,7.5,192,191,-0.52,Low,Low,5,184765,Debit Card,0,Can I replace damaged items?,Apply festive discount
T0322,C9336,137,Boat Product 137,Mobiles,Boat,24124,4.1,4569,7,18,Chennai,12,21-03-2025,0,19.9,92.36,228.36,3.47,133,234,75.94,Medium,Critical,1,24124,UPI,0,How long is delivery?,Increase marketing
T0323,C8929,107,Apple Product 107,Electronics,Apple,15887,4.1,2641,218,1,Mumbai,6,10-02-2025,0,37,106.14,215.18,3.63,109,255,133.94,Medium,Low,2,31774,UPI,0,Can I replace damaged items?,Increase marketing
T0324,C5617,145,Boat Product 145,Fashion,Boat,4139,4.4,4075,13,30,Bangalore,4,16-09-2025,1,38.2,98.92,203.16,3.04,417,534,28.06,High,Critical,3,12417,Debit Card,0,How long is delivery?,Urgent inventory alert
T0325,C4090,107,Dell Product 107,Electronics,Dell,14032,3.8,1508,198,40,Hyderabad,8,21-02-2025,0,38.6,95.67,236.51,7.44,464,514,10.78,High,Low,4,56128,UPI,1,Can I replace damaged items?,Cross-sell recommendation
T0326,C5749,146,Samsung Product 146,Mobiles,Samsung,65262,4.6,4503,73,7,Chennai,13,04-01-2025,0,34.8,101.9,208.54,4.24,210,315,50,Medium,Low,4,261048,UPI,0,Can I replace damaged items?,Cross-sell recommendation
T0327,C3250,118,Dell Product 118,Mobiles,Dell,12100,3.8,3199,185,25,Delhi,10,24-10-2025,0,18.8,105.96,226.48,5.77,133,122,-8.27,Low,Low,5,60500,UPI,1,Can I replace damaged items?,Cross-sell recommendation
T0328,C7350,116,Boat Product 116,Fashion,Boat,42459,4.6,3291,63,6,Chennai,15,22-03-2025,0,25.3,106.92,202.02,5.31,190,256,34.74,Medium,Low,1,42459,Debit Card,0,Which product is best?,Increase marketing
T0329,C8942,131,Samsung Product 131,Home,Samsung,59159,3.5,586,97,31,Chennai,17,29-12-2025,0,38,101.69,241.42,3.71,344,396,15.12,Medium,Low,1,59159,Credit Card,0,Which product is best?,Restock product
T0330,C6037,129,HP Product 129,Mobiles,HP,55015,3.5,2779,179,2,Mumbai,5,25-11-2025,1,37.2,90.9,231.61,5.89,469,600,27.93,High,Low,2,110030,UPI,0,Can I replace damaged items?,Apply festive discount
T0331,C3369,137,Samsung Product 137,Mobiles,Samsung,57197,3.8,1550,91,17,Hyderabad,6,02-09-2025,1,39,106.19,206.5,7.09,216,305,41.2,Medium,Low,2,114394,UPI,0,Which product is best?,Apply festive discount
T0332,C5850,139,Nike Product 139,Home,Nike,11784,4.6,597,285,36,Chennai,2,01-02-2025,0,18,103.95,217.64,4.09,283,276,-2.47,Medium,Low,5,58920,Net Banking,1,How long is delivery?,Restock product
T0333,C3783,120,Sony Product 120,Fashion,Sony,55601,3.8,970,191,6,Bangalore,5,11-12-2025,1,18.5,99.52,215.4,3.43,338,299,-11.54,Medium,Low,4,222404,UPI,0,Which product is best?,Cross-sell recommendation
T0334,C9037,148,Boat Product 148,Fashion,Boat,89403,3.6,2251,183,21,Chennai,11,17-06-2025,1,34.7,114.14,247.08,3.27,487,635,30.39,High,Low,5,447015,Debit Card,0,What is the refund policy?,Cross-sell recommendation
T0335,C5637,140,Samsung Product 140,Accessories,Samsung,54412,4.6,1928,198,19,Delhi,15,17-01-2025,0,37.9,98.32,202.28,4.37,167,293,75.45,Medium,Low,2,108824,Net Banking,0,How long is delivery?,Increase marketing
T0336,C9509,138,HP Product 138,Mobiles,HP,70085,4.8,4470,298,27,Mumbai,9,06-10-2025,0,39,114.33,241.59,3.69,243,353,45.27,Medium,Low,1,70085,UPI,1,What is the refund policy?,Urgent inventory alert
T0337,C3641,113,Sony Product 113,Mobiles,Sony,22673,3.8,661,133,7,Delhi,10,12-12-2025,1,38.8,101.61,214.51,3.86,290,271,-6.55,Medium,Low,4,90692,UPI,0,Can I replace damaged items?,Apply festive discount
T0338,C1987,100,HP Product 100,Fashion,HP,17229,4,473,10,4,Mumbai,18,22-01-2025,1,30.4,104.31,247.25,6.49,340,435,27.94,High,Critical,2,34458,Debit Card,0,How long is delivery?,Cross-sell recommendation
T0339,C2926,115,Apple Product 115,Home,Apple,11697,3.8,2287,44,36,Hyderabad,11,23-11-2025,1,39.4,108.51,218.13,5.4,188,141,-25,Low,High,4,46788,Debit Card,0,How long is delivery?,Increase marketing
T0340,C3228,117,Dell Product 117,Electronics,Dell,83240,3.6,2220,105,23,Mumbai,15,03-02-2025,1,20.5,99.77,234.99,7.37,272,347,27.57,Medium,Low,5,416200,UPI,0,Is this product available?,Increase marketing
T0341,C4546,127,Dell Product 127,Accessories,Dell,84093,3.7,1653,284,8,Mumbai,6,23-12-2025,1,38.3,105.85,239.45,3.82,220,240,9.09,Medium,Low,5,420465,Debit Card,1,What is the refund policy?,Restock product
T0342,C8141,138,Dell Product 138,Fashion,Dell,17198,3.7,3902,245,25,Chennai,3,11-08-2025,1,26.1,96.22,233.62,4.87,352,347,-1.42,Medium,Low,4,68792,UPI,0,Which product is best?,Apply festive discount
T0343,C3491,147,Boat Product 147,Fashion,Boat,64932,4.9,3316,54,35,Chennai,5,07-01-2025,0,31.6,92.66,231.66,3.07,411,493,19.95,High,Low,5,324660,Net Banking,1,Which product is best?,Apply festive discount
T0344,C5875,132,Dell Product 132,Electronics,Dell,50629,3.7,149,68,32,Hyderabad,11,27-06-2025,1,32.6,90.6,228.53,7.99,456,577,26.54,High,Low,4,202516,Credit Card,0,Which product is best?,Apply festive discount
T0345,C5227,113,Sony Product 113,Accessories,Sony,97544,4.7,183,287,26,Chennai,20,30-01-2025,1,22.2,110.81,205.46,4.87,236,353,49.58,Medium,Low,1,97544,Credit Card,0,Which product is best?,Restock product
T0346,C4464,150,HP Product 150,Electronics,HP,69472,4.1,80,94,11,Hyderabad,9,26-05-2025,0,35.4,91.94,214.03,4.72,281,300,6.76,Medium,Low,2,138944,Credit Card,0,Is this product available?,Restock product
T0347,C3955,106,Apple Product 106,Home,Apple,11805,4.8,4089,82,9,Chennai,17,03-06-2025,0,19.7,101.65,236.33,6.89,151,296,96.03,Medium,Low,3,35415,UPI,1,Is this product available?,Restock product
T0348,C8418,144,Apple Product 144,Home,Apple,60547,4.6,2132,159,34,Mumbai,11,03-09-2025,0,23,94.91,200.67,5.86,186,336,80.65,Medium,Low,4,242188,UPI,0,Is this product available?,Urgent inventory alert
T0349,C3738,144,Apple Product 144,Accessories,Apple,96774,4.1,1967,141,0,Delhi,1,24-03-2025,0,20.2,109.93,245.35,5.5,159,239,50.31,Medium,Low,5,483870,Credit Card,0,Is this product available?,Urgent inventory alert
T0350,C1476,100,Sony Product 100,Home,Sony,23895,4.1,2458,127,5,Hyderabad,10,25-07-2025,0,35.8,93.02,222.34,3.84,280,382,36.43,Medium,Low,4,95580,Credit Card,1,Which product is best?,Restock product
T0351,C3683,118,Apple Product 118,Fashion,Apple,85267,4.6,4313,148,27,Hyderabad,14,04-10-2025,0,32.6,113.51,233.91,5.43,245,267,8.98,Medium,Low,5,426335,UPI,0,Can I replace damaged items?,Restock product
T0352,C6530,148,Nike Product 148,Electronics,Nike,13256,4.6,1765,268,10,Hyderabad,4,20-08-2025,0,31.9,96.26,233.47,3,345,434,25.8,High,Low,3,39768,Credit Card,1,How long is delivery?,Restock product
T0353,C2254,126,Sony Product 126,Mobiles,Sony,83965,4.6,4398,213,14,Delhi,4,08-03-2025,1,19.8,103.17,205.13,6.43,221,295,33.48,Medium,Low,2,167930,Credit Card,0,What is the refund policy?,Urgent inventory alert
